PLAN_REVENUE_AMT,DISCONNECT_REASON_NAME,Disconnect Reason,GROSS_ADDS_COUNT,CPE_COUNT,WINBACK_ADD_COUNT,SERVICE_TYPE,TTL_FEAT_COUNT,FBNP_FLAG,ACTIVE_PHONE_FLAG,RETURNS_COUNT,TRANSFER_COUNT,DATA_USED_1MONTH,DATA_USED_2MONTH,DATA_USED_3MONTH,DATA_USED_4MONTH,DATA_USED_5MONTH,DATA_USED_6MONTH,DATA_USED_7MONTH,DATA_USED_8MONTH,DATA_USED_9MONTH,DATA_USED_10MONTH,DATA_USED_11MONTH,DATA_USED_12MONTH,DATA_1MONTH_TO_DEACT,DATA_2MONTH_TO_DEACT,DATA_3MONTH_TO_DEACT,NUM_IVR_CALLS,AVG_IVR_DURATION,CALL_1MONTH_TO_DEACT,CALL_2MONTHS_TO_DEACT,CALL_3MONTHS_TO_DEACT,CALLS_1MONTH,CALLS_2MONTH,CALLS_3MONTH,CALLS_4MONTH,CALLS_5MONTH,CALLS_6MONTH,CALLS_7MONTH,CALLS_8MONTH,CALLS_9MONTH,CALLS_10MONTH,CALLS_11MONTH,CALLS_12MONTH,NUM_DROPPED_CALLS,AVG_CALL_DURATION,DROP_CALLS_1MONTH_TO_DEACT,DROP_CALLS_2MONTHS_TO_DEACT,DROP_CALLS_3MONTHS_TO_DEACT,DROP_CALLS_1MONTH,DROP_CALLS_2MONTH,DROP_CALLS_3MONTH,DROP_CALLS_4MONTH,DROP_CALLS_5MONTH,DROP_CALLS_6MONTH,DROP_CALLS_7MONTH,DROP_CALLS_8MONTH,DROP_CALLS_9MONTH,DROP_CALLS_10MONTH,DROP_CALLS_11MONTH,DROP_CALLS_12MONTH,MESSAGES_SENT_1MONTH,MESSAGES_SENT_2MONTH,MESSAGES_SENT_3MONTH,MESSAGES_SENT_4MONTH,MESSAGES_SENT_5MONTH,MESSAGES_SENT_6MONTH,MESSAGES_SENT_7MONTH,MESSAGES_SENT_8MONTH,MESSAGES_SENT_9MONTH,MESSAGES_SENT_10MONTH,MESSAGES_SENT_11MONTH,MESSAGES_SENT_12MONTH,SMS_1MONTH_TO_DEACT,SMS_2MONTH_TO_DEACT,SMS_3MONTH_TO_DEACT,TOTAL_CALLS_MADE_1MONTH,TOTAL_CALLS_MADE_2MONTH,TOTAL_CALLS_MADE_3MONTH,TOTAL_CALLS_MADE_4MONTH,TOTAL_CALLS_MADE_5MONTH,TOTAL_CALLS_MADE_6MONTH,TOTAL_CALLS_MADE_7MONTH,TOTAL_CALLS_MADE_8MONTH,TOTAL_CALLS_MADE_9MONTH,TOTAL_CALLS_MADE_10MONTH,TOTAL_CALLS_MADE_11MONTH,TOTAL_CALLS_MADE_12MONTH,TOTAL_MINUTES_1MONTH,TOTAL_MINUTES_2MONTH,TOTAL_MINUTES_3MONTH,TOTAL_MINUTES_4MONTH,TOTAL_MINUTES_5MONTH,TOTAL_MINUTES_6MONTH,TOTAL_MINUTES_7MONTH,TOTAL_MINUTES_8MONTH,TOTAL_MINUTES_9MONTH,TOTAL_MINUTES_10MONTH,TOTAL_MINUTES_11MONTH,TOTAL_MINUTES_12MONTH,CALLS_1MONTH_TO_DEACT,CALLS_2MONTH_TO_DEACT,CALLS_3MONTH_TO_DEACT,SUB_DISC_REASON,SUB_ACTIVE_PHONE_COUNT,q,ETHNICITY,ABP,EBILL,SUB_LPAY_AMT,SUB_COMP_NAME,BUNDLE_STATUS,DISTINCT_FEATURE_COUNT,HOTLINE_FLAG,NUM_PAYMENTS,CHECK_PAYMENTS,CASH_PAYMENTS,CC_PAYMENTS,COUPON_ADJUSTMENTS,churned,tenure,RATE_PLAN_NAME,prev_rate_plan,prev_rev_amt,hh_income,bundle,never_before_cricket,fbnp,autobillpay,ebilling,hotline,total_data,total_messages,total_minutes,total_drop_calls,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,Num_Adults_in_LU,Religious_Magazine,Occupation
70,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,5958542733,83411124,0,0,0,0,0,0,0,0,0,0,373847984,5668105873,0,7,31.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,9,358,0,288,0,0,0,0,0,0,0,0,0,0,0,214.251,0,0,0,0,0,0,0,0,0,0,0,6,282,0,NP,1,DISC,Hispanic,N,N,77.56,0,0,11,N,1,0,0,0,0,1,60,Muve Smart (MVADR4),Muve Smart (MVADR5),50,14000,0,0,0,0,0,0,6041953857,367,214.251,0,0,0,0,1,0,0,0,0,0,3,0,4
45,PORT OUT (# ported to other carrier),23,1,1,1,Voice Service,10,N,I,1,1,10799839,0,0,0,0,0,0,0,0,0,0,0,10799839,0,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,0,0,66,0,0,0,0,0,0,0,0,0,0,0,74.9,0,0,0,0,0,0,0,0,0,0,0,66,0,0,PO,1,DISC,Hispanic,N,N,41.21,0,N,11,N,21,0,36,10,0,1,21,True Rate $45,True Rate $45,45,14000,0,1,0,0,0,0,10799839,45,74.9,0,0,0,1,0,0,0,0,0,0,4,0,3
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2461159717,1974698060,1097788,14278,0,0,0,0,0,0,0,0,14278,7179602,2350353646,3,9.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,429,0,0,0,0,0,0,0,0,0,0,0,12,442,364,368,326,5,0,0,0,0,0,0,0,0,2580,2605.05,2374.784,4.75,0,0,0,0,0,0,0,0,6,349,369,NP,1,DISC,Hispanic,N,N,51.24,0,0,11,N,4,0,3,0,0,1,119,Smart (ADR5),Muve Smart (MVADR5),50,17500,0,1,0,0,0,0,4436969843,547,7564.584,0,0,0,1,0,0,0,0,0,0,2,0,3
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1068057282,38744783,0,0,0,0,0,0,0,0,0,0,179249321,927552744,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,61,0,0,0,0,0,0,0,0,0,0,91,912,0,494,22,0,0,0,0,0,0,0,0,0,0,854.384,12.549,0,0,0,0,0,0,0,0,0,0,51,465,0,NP,1,DISC,White,N,N,45,0,0,11,N,1,0,0,0,0,1,60,True Rate $45,True Rate $45,45,35000,0,0,0,0,0,0,1106802065,1003,866.933,0,0,0,0,0,0,1,0,0,0,4,0,6
50,TRANSFER,28,1,1,1,Voice Service,10,N,I,1,1,1334624857,1109103645,359961412,458815146,1058837786,0,0,0,0,0,0,0,1213158510,410802553,330087074,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,96.66666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,732,704,673,357,0,0,0,0,0,0,0,484,660,830,380,368,578,958,722,0,0,0,0,0,0,0,706.467,610.453,838.117,1321.094,813.565,0,0,0,0,0,0,0,1036,743,589,0,2,ACTIVE,White,N,N,103.46,0,N,8,N,38,63,57,27,0,1,142,Muve Smart (MVADR5),All_In Broadband45 (BBPIA45A),45,45000,0,0,0,0,0,0,4321342846,2969,4289.696,0,0,0,1,0,0,0,0,0,0,3,0,3
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,707772171,15290360,0,0,0,0,0,0,0,0,0,0,35075556,687986975,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,321,0,0,0,0,0,0,0,0,0,0,337,659,0,77,0,0,0,0,0,0,0,0,0,0,0,80.25,0,0,0,0,0,0,0,0,0,0,0,0,77,0,NP,1,DISC,Hispanic,N,N,40.22,0,0,11,N,2,0,1,0,0,1,60,True Rate $45,All_In Broadband30 (BBPIA30A),30,14000,0,0,0,0,0,0,723062531,996,80.25,0,1,0,0,0,0,0,0,0,0,4,0,1
50,CHILD PUNISHMENT,6,1,1,1,Voice Service,10,N,I,1,1,981765889,9959770,304094721,273340309,32898401,248582606,0,0,0,0,0,0,0,248582606,32898401,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,103,227,84,34,45,0,0,0,0,0,0,0,45,34,300,413,443,346,107,125,0,0,0,0,0,0,384.067,582.753,1011.366,639.8,108.934,88.85,0,0,0,0,0,0,0,125,107,0,1,ACTIVE,Hispanic,N,N,48.03,0,N,9,N,35,0,53,7,0,1,212,Muve Smart (MVADR5),Cricket All_In35 (35N),35,17500,0,0,0,0,0,0,1850641696,735,2815.77,0,0,0,0,1,0,0,0,0,0,3,0,4
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,21005502,16553485,5046378,0,0,0,0,0,0,0,0,0,5343136,16293712,20968517,64,72.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77.11111111,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,440,891,0,0,0,0,0,0,0,0,0,928,403,27,389,1605,107,0,0,0,0,0,0,0,0,0,410.284,3510.797,337.498,0,0,0,0,0,0,0,0,0,157,1562,382,NP,1,DISC,African_American,N,N,88.89,0,N,11,N,2,0,2,0,0,1,89,True Rate $45,True Rate $45,45,25000,0,0,0,0,0,0,42605365,1358,4258.579,3,1,0,0,0,0,0,0,0,0,6,0,1
45,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,5182059667,0,0,0,0,0,0,0,0,0,0,0,0,5182059667,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2.05,0.333,0,0,0,0,0,0,0,0,0,0,1,3,0,NP,1,DISC,White,N,N,45,0,0,11,N,2,0,1,0,0,1,60,All_In Broadband45 (BBPIA45A),Cricket All_In35 (35N),35,35000,0,0,0,0,0,0,5182059667,506,2.383,0,0,0,0,0,0,0,0,0,1,3,0,9
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1461911702,0,0,0,0,0,0,0,0,0,0,0,0,1461911702,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,822,0,104,0,0,0,0,0,0,0,0,0,0,0,83.765,0,0,0,0,0,0,0,0,0,0,0,0,104,0,NP,1,DISC,Hispanic,N,N,50,0,0,11,N,1,0,0,0,0,1,60,Muve Smart (MVADR5),Muve Smart (MVADR4),70,62000,0,0,0,0,0,0,1461911702,822,83.765,0,0,0,1,0,0,0,0,0,0,2,0,3
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2753830631,573488089,0,0,0,0,0,0,0,0,0,0,680262459,2647056261,0,13,18.92307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,268,0,0,0,0,0,0,0,0,0,0,273,645,0,412,209,0,0,0,0,0,0,0,0,0,0,713.3,259.949,0,0,0,0,0,0,0,0,0,0,233,388,0,NP,1,DISC,Hispanic,N,N,52.94,0,0,11,N,1,0,0,0,0,1,60,Muve Smart (MVADR5),Muve Smart (MVADR5),50,45000,0,0,0,0,0,0,3327318720,918,973.249,0,0,0,0,0,0,0,0,1,0,4,0,8
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,21774551,155753,0,0,0,0,0,0,0,0,0,0,1076507,20853797,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1,0,0,0,0,0,0,0,0,0,0,1,213,0,147,1,0,0,0,0,0,0,0,0,0,0,132.5,0.383,0,0,0,0,0,0,0,0,0,0,8,140,0,NP,1,DISC,Unknown,N,N,45,0,0,11,N,1,0,0,0,0,1,60,Cricket All_In35 (35N),Muve Smart (MVADR3),60,62000,0,0,0,0,0,0,21930304,214,132.883,0,1,0,0,0,0,0,0,0,0,5,0,1
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2225942626,1021163294,0,0,0,0,0,0,0,0,0,0,1267299322,1979806598,0,5,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,1276,0,0,0,0,0,0,0,0,0,0,1376,594,0,533,292,0,0,0,0,0,0,0,0,0,0,1579.35,447.385,0,0,0,0,0,0,0,0,0,0,299,526,0,NP,1,DISC,White,N,N,35.8,0,0,11,N,2,0,1,0,0,1,60,Muve Smart (MVADR5),Smart (IPHONE3),55,35000,0,0,0,0,0,0,3247105920,1970,2026.735,0,0,0,0,0,0,0,0,1,0,1,0,8
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1338909363,304152936,1187018684,388392247,968738210,57295590,0,0,0,0,0,0,97974093,956158665,382935242,17,54.58823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,367,461,214,660,666,0,0,0,0,0,0,706,641,209,625,677,406,503,500,18,0,0,0,0,0,0,790.219,1327.619,680.733,659.633,834.763,24.467,0,0,0,0,0,0,36,505,493,NP,1,DISC,Hispanic,N,N,51,0,0,11,N,5,0,2,2,0,1,180,Smart (ADR5),Cricket All_In35 (35N),35,25000,0,0,0,0,0,0,4244507030,2870,4317.434,0,0,0,0,1,0,0,0,0,0,2,0,4
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,150402474,256,0,0,0,0,0,0,0,0,0,0,10088670,140314060,0,2,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,125,0,0,0,0,0,0,0,0,0,0,0,293.134,0,0,0,0,0,0,0,0,0,0,0,10,115,0,NP,1,DISC,White,N,N,53.09,0,0,11,N,1,0,0,0,0,1,60,Smart (ADR5),True Rate $45,45,25000,0,0,0,0,0,0,150402730,8,293.134,0,0,0,1,0,0,0,0,0,0,1,0,3
50,PORT OUT (# ported to other carrier),23,1,1,1,Voice Service,10,N,I,1,1,1935147060,900737567,1315444829,1692209443,1666051364,1547714985,1805066546,1678191463,1497451990,0,0,0,1709117198,1617740024,1948818159,13,35.61538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,11,12,2,4,0,0,0,0,0,0,16,0,4,372,286,233,214,210,297,328,328,240,0,0,0,264.052,296.351,223.304,242.217,220.534,312.717,488.684,488.684,254.068,0,0,0,354,272,362,PO,1,DISC,Other,N,N,60.98,0,0,11,N,8,0,8,0,0,1,261,Muve Smart (MVADR5),Feature (ST30A),30,17500,0,0,0,0,0,0,14038015247,60,2790.611,0,0,0,1,0,0,0,0,0,0,1,0,3
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,0,0,0,0,0,0,635722911,0,0,0,0,0,26684212,609038699,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,313,218,139,238,182,71,71,0,0,0,0,2,98,194,130,135,171,118,110,116,94,94,0,0,0,0,128.519,129.049,102.899,66.083,68.167,79.386,65.85,65.85,0,0,0,0,2,107,120,NP,2,DISC,White,N,N,102.45,0,N,5,N,45,0,18,10,0,1,231,Smart (ADR5),Muve Smart (MVADR5),50,62000,0,1,0,0,0,0,635722911,2108,705.803,0,0,1,0,0,0,0,0,0,0,3,0,2
35,0,1,1,1,1,Voice Service,10,N,A,1,1,716088,235304,7692,72818,9340,9300,56368,0,27716,0,29150,0,0,0,0,46,140.5217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,145,66,38,77,52,184,184,178,78,99,0,0,0,0,437,628,440,731,439,514,498,498,506,401,465,128,832.852,924.749,814.549,1554.236,829.915,1400.198,904.204,904.204,873.565,742.552,732.134,219.517,0,0,0,0,3,ACTIVE,White,N,N,108,0,0,11,N,15,0,42,3,0,0,330,Cricket All_In35 (35N),Muve Smart (MVADR5),50,62000,0,0,0,0,0,0,1163776,1456,10732.675,0,0,0,0,0,0,0,0,0,1,2,0,9
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1285091112,19652066,0,0,0,0,0,0,0,0,0,0,44171558,1260571620,0,2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,158,0,0,0,0,0,0,0,0,0,0,160,108,0,356,0,0,0,0,0,0,0,0,0,0,0,510.852,0,0,0,0,0,0,0,0,0,0,0,6,350,0,NP,1,DISC,Hispanic,N,N,52.79,0,0,11,N,1,0,0,0,0,1,60,Muve Smart (MVADR5),True Rate $45,45,25000,0,0,0,0,0,0,1304743178,268,510.852,0,0,1,0,0,0,0,0,0,0,2,0,2
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,110833911,31267692,583213,0,0,0,0,0,0,0,0,0,583213,31267692,110746768,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,128,0,0,0,0,0,0,0,0,0,0,0,128,570,511,306,10,0,0,0,0,0,0,0,0,0,935.048,551.466,61.533,0,0,0,0,0,0,0,0,0,10,306,511,NP,1,DISC,Hispanic,N,N,47.13,0,0,11,N,2,0,1,0,0,1,91,True Rate $45,True Rate $45,45,14000,0,0,0,0,0,0,142684816,698,1548.047,0,0,0,0,0,0,0,0,1,0,2,0,8
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,218422920,14375858,5103278,765993,0,0,0,0,0,0,0,0,5869271,14375858,217414672,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,1521,3313,20,0,0,0,0,0,0,0,0,3333,1521,1488,24,36,0,0,0,0,0,0,0,0,0,0,265.983,407,0,0,0,0,0,0,0,0,0,0,0,36,24,NP,2,DISC,Hispanic,N,N,76.44,0,N,11,N,2,0,2,0,0,1,91,Muve Smart (MVADR5),Muve Smart (MVADR5),50,35000,0,0,0,0,0,0,238668049,6378,672.983,0,1,0,0,0,0,0,0,0,0,2,0,1
70,LOST OR STOLEN PHONE,16,1,1,1,Voice Service,10,N,I,1,1,5809824,1943663479,5140028570,2185393445,2591390959,2540191941,3011171514,2289227291,0,0,0,0,4522306512,2269065517,2116117291,8,13.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,947,532,633,1488,2543,832,832,763,0,0,0,1312,1460,2225,265,239,328,221,232,241,206,206,189,0,0,0,409.901,1265.535,536.116,207.035,229.766,260.053,266.865,266.865,167.467,0,0,0,372,160,184,LS,3,DISC,Hispanic,N,N,126.22,0,N,11,N,26,2,58,2,0,1,226,Muve Smart (MVADR5),True Rate $45,45,14000,0,0,0,0,0,0,19706877023,8717,3609.603,0,0,0,1,0,0,0,0,0,0,4,0,3
35,0,1,1,1,1,Voice Service,10,N,A,1,1,12929229,7723273,11224712,7890629,9897171,10801376,10011774,11980947,8365553,10076155,15073653,5417968,0,0,0,2,155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,22,1,15,5,5,0,0,186,32,0,0,0,73,94,40,27,83,93,50,50,65,115,582,219,284.733,195.283,185.317,79.934,226.217,236.118,65.467,65.467,147.016,171.784,2618.166,1019.549,0,0,0,0,1,ACTIVE,African_American,N,N,36,0,Y,11,N,13,0,28,0,0,0,335,All_In Broadband45 (BBPIA45A),Cricket All_In35 (35N),35,25000,1,0,0,0,0,0,121392440,272,5295.051,0,1,0,0,0,0,0,0,0,0,5,0,1
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2618218,4397,0,0,0,0,0,0,0,0,0,0,4397,2618218,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,1075,0,0,0,0,0,0,0,0,0,0,1113,1495,0,109,0,0,0,0,0,0,0,0,0,0,0,115.066,0,0,0,0,0,0,0,0,0,0,0,1,108,0,NP,1,DISC,Hispanic,N,N,49.94,0,0,11,N,2,0,1,0,0,1,60,True Rate $45,True Rate $45,45,14000,0,0,0,0,0,0,2622615,2608,115.066,0,0,0,0,0,0,0,0,0,1,3,0,9
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,38747109,26660393,104264538,9658315,0,0,0,0,0,0,0,0,19894530,95142748,31306782,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,498,570,681,0,0,0,0,0,0,0,0,756,522,561,154,215,158,3,0,0,0,0,0,0,0,0,215.617,327.919,253.233,1.1,0,0,0,0,0,0,0,0,16,154,227,NP,1,DISC,White,N,N,42.58,0,0,11,N,4,0,3,0,0,1,119,Cricket All_In35 (35N),Muve Smart (MVADR3),60,45000,0,0,0,0,0,0,179330355,2623,797.869,0,1,0,0,0,0,0,0,0,0,3,0,1
45,FINANCIAL HARDSHIP,11,1,1,1,Voice Service,10,N,I,1,1,1598565834,961126562,0,0,0,0,0,0,0,0,0,0,1410014772,1149677624,0,14,61.21428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,803,0,0,0,0,0,0,0,0,0,0,975,554,0,496,243,0,0,0,0,0,0,0,0,0,0,713.117,413.152,0,0,0,0,0,0,0,0,0,0,425,314,0,NP,1,DISC,African_American,N,N,62.24,0,N,17,N,77,8,86,16,0,1,52,True Rate $45,Smart (ADR3),60,25000,0,0,0,0,0,0,2559692396,1529,1126.269,0,0,1,0,0,0,0,0,0,0,3,0,2
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,801293,1303502,420110,32529,0,0,0,0,0,0,0,0,114112,338527,1303502,13,154.6923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,201.6363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,71,37,137,0,0,0,0,0,0,0,0,139,42,65,2199,2244,1389,12,0,0,0,0,0,0,0,0,1758.981,1214.595,787.351,11.649,0,0,0,0,0,0,0,0,427,1251,2150,NP,1,DISC,African_American,N,N,76.66,0,0,11,N,3,0,2,0,0,1,119,Cricket All_In35 (35N),Muve Smart (MVADR5),50,14000,0,0,0,0,0,0,2557434,306,3772.576,0,0,0,1,0,0,0,0,0,0,2,0,3
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,116074621,22534381,0,0,0,0,0,0,0,0,0,0,0,22534381,116068083,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,556,0,0,0,0,0,0,0,0,0,0,0,556,2291,306,135,0,0,0,0,0,0,0,0,0,0,638.518,145.183,0,0,0,0,0,0,0,0,0,0,0,135,306,NP,1,DISC,Unknown,N,N,51.35,0,0,11,N,3,0,2,0,0,1,91,Smart (ADR5),Smart (ADR5),50,35000,0,1,0,0,0,0,138609002,2847,783.701,0,0,0,0,0,0,0,0,1,0,3,0,8
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1927624115,0,0,0,0,0,0,0,0,0,0,0,0,1927624115,0,4,183,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,58.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,523,0,0,0,0,0,0,0,0,0,0,0,475.366,0,0,0,0,0,0,0,0,0,0,0,0,523,0,NP,1,DISC,Hispanic,N,N,52.75,0,0,11,N,3,0,2,0,0,1,60,Muve Smart (MVADR5),True Rate $45,45,25000,0,0,0,0,0,0,1927624115,156,475.366,0,0,0,0,0,0,1,0,0,0,2,0,6
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,14510437,95182,0,0,0,0,0,0,0,0,0,0,564638,14040981,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,836,0,1007,0,0,0,0,0,0,0,0,0,0,0,1416.983,0,0,0,0,0,0,0,0,0,0,0,19,988,0,NP,1,DISC,African_American,N,N,35,0,0,11,N,2,0,1,0,0,1,60,Cricket All_In35 (35N),Smart (ADR5),50,14000,0,0,0,0,0,0,14605619,836,1416.983,0,1,0,0,0,0,0,0,0,0,2,0,1
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,40256284,11951052,51234541,71893457,169903278,11830238,0,0,0,0,0,0,12281482,195806689,45538802,110,39.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,186.2162162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1065,667,475,529,399,0,0,0,0,0,0,410,542,452,1506,1570,1246,770,1591,264,0,0,0,0,0,0,2743.328,2993.013,2990.029,1456.865,2468.146,291.281,0,0,0,0,0,0,303,1587,742,NP,2,DISC,White,N,N,81.37,0,N,11,N,8,0,10,6,0,1,180,Cricket All_In35 (35N),Cricket All_In35 (35N),35,14000,0,1,0,0,0,0,357068850,4119,12942.662,0,0,0,0,0,1,0,0,0,0,4,0,5
35,0,1,1,1,1,Voice Service,10,N,A,1,1,15860583,10558669,10111738,12044836,18068736,15002263,16752881,12846834,5645227,11931519,12426197,840413,0,0,0,3,25.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,5048,4410,5317,3833,3992,3269,3269,2507,2815,1786,0,0,0,0,230,478,270,246,468,335,448,448,456,498,209,0,1239.601,4564.603,2904.649,1778.935,1996.155,1287.366,1799.384,1799.384,907.964,1485.034,563.902,0,0,0,0,0,1,ACTIVE,White,N,N,37.2,0,0,11,N,12,0,12,0,0,0,329,Cricket All_In35 (35N),Muve Smart (MVADR5),50,17500,0,0,0,0,0,0,142089896,39660,20326.977,0,0,0,0,0,0,1,0,0,0,1,0,6
